Customer_Age,Gender,Account_Balance,Num_Transactions,Credit_Score,Years_with_Bank,Loan_Amount,Has_CreditCard,Churn
58,Male,77901.14372601235,36,617.571667476069,16,21946.434523419517,0,0
66,Male,65320.496172076324,42,697.6576946420928,11,20524.345047270635,0,0
37,Female,51651.36009236594,29,653.7416516032446,5,12561.072174211473,1,0
39,Female,92332.48738103147,42,651.9610354369831,7,29480.360829315603,0,0
45,Female,108749.3760249025,45,592.146839744165,16,2527.229431347774,0,0
57,Female,28856.438744158244,40,686.9701085758909,16,14362.469592168876,0,1
66,Male,73062.75175526278,43,748.3586511652691,17,11087.678680475965,1,0
24,Female,137247.24019215963,39,577.5934432485948,19,22684.745202166825,0,0
18,Male,67005.13852625486,45,591.7401601349476,15,17828.526915001345,1,0
49,Male,62886.065904106916,49,850.0,15,1181.6385706680594,0,0
30,Female,58606.65150265966,47,579.8878711519246,15,24915.835549971624,1,0
47,Male,72254.53793726853,44,611.1796087527497,3,18883.693783396542,1,0
40,Female,78872.47916374708,34,746.8590271060604,12,6716.065104296555,0,0
68,Male,28880.828145770432,40,748.9678193779653,6,12202.56716170886,1,1
36,Female,59337.90929277928,38,480.03418460572715,5,4600.920680223342,0,1
49,Male,3262.5533875647598,29,703.5798139765499,11,13633.29579506816,0,0
47,Male,54767.0845844625,44,636.349666456937,12,16200.943738878583,1,0
46,Female,37432.78515444818,47,639.5451555278656,7,12322.822730928412,1,0
66,Female,68479.43947838711,35,731.5586508385281,9,11396.284001017166,1,0
62,Male,18590.486821474355,42,625.6276850559334,18,2098.07704759057,1,0
46,Male,47192.06723852263,45,614.1634745106909,14,17697.931692025664,1,0
47,Female,84163.6062630153,49,627.4927069439012,4,0.0,1,0
33,Male,43091.671213893744,41,625.5628140632258,8,15248.636145898095,1,0
57,Female,12376.605564552854,40,674.3149909279815,16,606.7534077403125,1,0
36,Male,66438.3288282246,52,742.6330948440809,4,15404.039123890292,0,0
35,Female,45336.775172684094,44,679.9286260776549,19,14951.047963298011,0,0
18,Male,55352.86409817758,47,649.0994932623344,6,18226.759741428323,1,0
31,Female,41753.26033843519,35,688.2472135016482,19,21898.28573441274,1,0
68,Female,109359.91861200072,29,704.6137291839681,15,23380.707378007504,0,0
64,Male,21048.181603662168,38,690.4607248608679,12,2119.6592049925603,1,0
67,Female,130837.39029735682,47,603.2886543486167,12,14534.351574935357,1,0
19,Male,50234.0867312162,41,679.7223155912197,2,31087.52707648043,1,0
45,Female,64586.16440545338,42,501.6313715052433,9,15952.804547981657,0,0
66,Female,45630.08955988791,40,757.3745011143478,3,8349.214877589493,0,0
67,Female,44584.16100361365,51,757.1756858632054,1,14362.390988485311,0,0
47,Male,40379.25241418417,45,712.2580720891106,14,11930.67247748751,0,0
55,Female,75031.4490510909,51,737.2154120817255,13,5588.334742942769,1,0
68,Male,24730.007659323594,36,644.808659097974,5,21952.833505656065,1,0
21,Female,69102.71360606673,26,597.4659397474406,7,19674.8204662029,0,0
18,Male,5387.681623704775,39,562.2268068613141,14,4323.927423102976,0,0
25,Male,66838.2192785441,38,720.5696319586698,16,14253.803329464785,0,0
46,Male,81228.56514830478,42,597.4569553194276,18,10468.290806543017,1,1
56,Female,28137.022317315765,40,623.8366495022563,14,2187.259883800265,0,1
20,Male,76968.56504296859,43,665.6896671077324,1,3681.444340192116,0,0
49,Female,61284.635265608034,44,647.3771077409478,6,4872.3214095973435,1,0
27,Male,99960.66138394599,34,668.5340948093274,10,14532.561972457625,1,0
27,Male,38619.840442222754,37,523.4317875705948,6,11336.375998373147,0,1
36,Male,130399.64759306825,43,633.6552554141264,2,7326.496303232694,0,1
63,Male,230.44614186905528,35,707.6914321794638,7,11864.93576303239,1,0
51,Female,51762.40498409686,49,619.7727883235484,17,20980.279774763818,1,0
50,Male,17535.757234426674,47,589.6485608867172,14,17853.568778176446,0,0
40,Male,106276.35442124415,39,716.835635987051,7,23014.950460975222,1,0
45,Female,53457.475154604086,46,620.302379977154,9,13173.497082246009,0,0
49,Male,55707.87306576793,43,662.9142218521386,19,27820.457525453152,0,0
67,Male,71080.95245213032,35,635.268928089218,11,17784.639069587938,1,0
24,Male,59879.87034181781,36,649.9696460106973,3,11088.660613268876,0,0
46,Male,45155.96108996663,36,757.0727205915214,4,15743.614477522953,1,1
25,Female,28583.818734273795,41,690.0355038720747,5,5015.392379281462,1,1
18,Female,64212.83505833573,36,564.4750491974729,4,12550.518910017847,0,0
20,Male,69470.84081723695,45,623.9542454584187,13,18439.79384181286,1,0
41,Female,77384.43091004323,38,621.1171010224218,9,19893.356064788713,1,0
40,Female,107818.17125766305,37,665.1460040325416,14,11718.702217350427,0,0
25,Male,5655.777389650197,44,713.6148330846092,16,36871.12342018107,0,1
64,Female,58307.07006618239,41,652.2286291359878,6,13622.33805475769,1,0
54,Male,89793.4458955357,36,650.1723249824122,10,1572.8476628547724,0,0
20,Female,56886.93938902838,44,493.7912045727444,13,24706.13753606798,0,1
68,Female,1545.6886576682446,33,742.6831369913497,3,19857.018430797416,1,1
50,Female,27724.01062875198,42,638.2493056613221,11,16853.510567642,1,1
45,Male,68214.24624193298,37,668.104881844163,3,11280.632871265776,0,0
64,Female,67304.93237208352,36,667.9395739104007,7,18146.77212821153,1,0
25,Male,76812.99245852552,37,596.1539981069541,10,27952.129967981044,0,0
51,Male,40474.776411295396,40,632.926458027877,1,16613.063498721167,0,0
52,Female,66497.08087298245,40,595.6034792571581,4,3239.7313055125924,0,1
49,Male,36353.41730259188,41,746.8330823983847,8,0.0,0,0
41,Female,66498.94984109228,47,494.33028563401353,17,18076.476485107083,1,1
31,Male,61330.30492758849,36,583.2673580284418,5,7112.691669919137,1,1
49,Male,39478.49949592739,42,627.4551122602448,17,14202.298260833568,1,0
63,Female,98954.59076906717,47,754.8247001139416,9,8527.379015892806,1,0
60,Female,17359.10124594033,45,699.5471424446706,8,7952.728126427216,1,0
33,Female,56459.47542473681,28,535.3371799139979,7,8877.806933709864,0,0
21,Female,38927.36089189225,29,641.9143398212387,5,9600.99712066747,0,0
69,Male,105855.05089640686,33,700.4931705783225,4,21209.887907862685,0,0
54,Male,74959.95019051047,34,805.8832197473462,3,19589.150345092676,1,0
38,Male,43767.24061574026,44,626.2176496473434,8,5336.089417510613,0,0
31,Female,53007.11776699068,46,567.0893352537839,5,6426.122189063932,1,1
48,Male,106531.43434951322,29,672.5657788320601,5,18032.97523575498,1,0
65,Female,36343.10920674924,44,646.9700076584273,17,23420.018923484175,0,1
35,Male,15888.79569423604,34,682.431606983203,15,23297.130879313005,0,0
24,Female,67275.17156159536,38,698.3332454386133,8,6976.729273758147,1,0
27,Male,67841.00918519551,46,672.3952184496483,7,22914.491455201798,1,0
24,Male,76650.8643347465,44,686.9737706567118,17,789.8429254492003,0,0
50,Female,76815.64402179881,53,764.4979490453171,12,13376.924663919686,1,0
40,Male,104267.64126834497,47,629.625909879882,4,18896.211540869223,0,1
38,Female,17046.562740599104,38,564.2898368453847,18,0.0,0,1
36,Male,29929.920133866675,33,671.9783025338899,4,31742.855392683698,1,0
65,Male,76555.08334865468,44,560.3066878869954,10,25613.561463812926,0,1
36,Female,32359.362457138992,29,571.4885773085653,3,20176.031778884713,1,1
53,Female,23585.300668515913,38,592.4529867806389,5,7279.774339480629,1,0
46,Male,106646.11380713177,42,562.4481509387464,12,14455.171003382937,0,0
35,Male,19501.446708392818,47,731.7995529406178,5,21323.361358104175,0,1
19,Male,51218.19907223386,32,653.4237768612229,5,6018.707464001489,1,0
18,Male,58515.813719214886,44,699.475218603577,4,13556.206150095863,0,0
64,Male,92728.41604908193,40,685.7185069447727,6,22283.070798487857,1,0
22,Male,13279.923542938232,30,635.3034627752431,10,3043.2399858156004,1,0
37,Female,70386.87878765623,50,717.2352698553753,6,17659.39768816364,0,0
28,Female,37740.57354349805,43,616.2202393902246,1,961.8429630305582,0,0
59,Female,75690.28031481126,42,638.2426081071477,16,7449.225955370772,0,0
19,Male,37329.806849328525,36,600.4511169971329,11,10963.259154591246,0,0
20,Male,99307.65640464443,45,748.0214065161995,6,19108.444901750227,0,0
40,Male,37475.749539343626,43,642.5005354204184,18,9393.68717995037,0,0
29,Female,0.0,35,691.861941823144,6,16004.387130633208,1,0
37,Female,40278.76875646747,46,609.2976849924107,17,9502.174897534136,1,0
22,Male,53467.49723577763,36,709.2913704001819,12,10755.065823078783,1,0
54,Male,87058.84682905771,27,704.0962163068793,17,25005.29206228919,0,0
55,Female,28539.629235876982,49,536.2164221460157,18,5798.174574062092,0,1
47,Female,29033.84682214811,50,650.2887565601326,10,21073.231791577477,0,0
26,Female,84014.44759272461,34,658.1830373307416,12,14991.488916200144,1,0
51,Male,25619.372050944854,34,629.0195023772292,4,10395.570488736077,0,0
61,Male,55525.41396520773,35,746.9297233996301,10,5259.817340719057,0,0
52,Male,56033.72041327469,37,564.7927014302002,5,5830.109543207269,0,1
69,Female,65439.488408574056,39,618.6202119511478,4,9090.839801936429,1,1
39,Female,41253.79474043499,41,590.5463506354378,16,13799.564742230863,1,1
61,Male,36825.14033313593,34,722.0945033908516,5,19828.077089251212,1,0
41,Male,68372.36104380731,41,577.9970255464243,19,12598.0859206211,0,0
34,Female,37600.10367075536,43,521.7192414011541,6,13133.513184942249,0,0
27,Male,26000.770247020635,38,680.1969582880366,7,14328.07821342156,1,0
47,Female,90694.99969629213,41,640.2579742786629,10,18814.22153150983,1,0
63,Female,72202.38453447956,36,722.8244734471267,7,20158.422553572083,1,0
40,Male,104187.5598941335,38,706.8640377004305,14,3904.2761954252164,0,0
49,Female,79599.19128042365,42,647.0261788791818,10,12743.402322053505,0,0
34,Male,28296.40870921254,43,548.97752116065,11,24819.232138783373,1,0
67,Female,62409.231001499895,36,566.1328376843903,14,4471.0403702403655,1,1
68,Female,34609.293632043846,47,525.8766361474167,12,15594.503123591672,0,0
34,Male,18709.760082042907,34,640.3216954234628,4,13633.247969625754,1,0
31,Female,48820.01517325042,46,603.8908105936924,13,10466.595280507108,1,0
26,Male,84538.32188247802,34,637.3496409075891,3,27726.261208346863,1,1
57,Male,66872.81776968768,44,662.1494922853946,13,15294.686470942996,1,0
19,Female,25227.646718530727,41,782.881049725361,19,27089.16057555451,0,0
62,Male,47941.46061968158,45,690.6607151595232,15,15045.017641955279,0,0
42,Male,56428.335366450505,37,654.9935980519871,19,18682.047114541852,0,0
56,Male,17772.18865072888,36,540.464225338773,4,10382.227928584154,1,1
26,Male,77829.3091312153,39,651.8348082411117,6,10471.250597617971,1,0
39,Male,54281.624343531206,47,711.7289044256265,15,18274.78024199088,0,0
60,Male,25235.128476698563,44,677.3587515732585,4,18421.57966106873,1,1
63,Female,23820.660156473306,37,576.6497296045429,6,19783.896532734834,0,1
21,Male,87516.59862304028,48,623.6485317631452,2,18013.426295636604,1,0
43,Female,50479.674196357024,31,655.1361051934268,4,4308.632583967323,1,0
46,Female,89758.80072391029,43,621.432100801774,18,8549.050586300673,1,0
62,Male,99303.88699756788,30,606.802584839018,15,21799.54308918956,0,0
51,Female,85561.20682139811,45,499.6958744860479,12,0.0,0,0
40,Female,46664.20633456273,39,596.2273138064602,8,17340.857932044826,1,0
54,Male,0.0,36,667.5799647321691,12,14104.95920744655,1,0
28,Male,67824.90761337071,47,711.2581169581141,9,21796.654939778877,0,0
23,Male,112289.4092444637,32,655.3311307172376,7,18332.969488566043,0,0
35,Female,59115.24804565437,35,724.1614187598211,8,9688.157762332305,0,0
38,Female,10254.612030021322,35,644.5001456757844,10,9325.199693586692,1,0
59,Male,43128.03758924706,35,588.5590865273969,11,10817.732216024648,0,1
53,Male,55406.66813082988,38,616.8193519467737,2,19640.504378965023,1,0
58,Female,32550.285814505067,31,684.9309584479187,4,0.0,0,1
55,Female,0.0,38,631.2343223780151,9,16259.035554856491,1,0
51,Female,57553.73074462188,47,605.0251851598508,8,7935.723302181062,0,0
34,Female,40378.09384105934,27,540.9722766628603,5,16526.682382458057,0,0
54,Male,104317.2915224979,43,587.4776953305206,14,17755.98229202695,0,0
42,Female,62525.837199569905,46,622.2044391853361,2,1701.3873365705022,0,0
55,Female,71739.4724224598,42,609.3085518632402,17,13185.068583994951,0,0
29,Female,57022.84641259851,36,581.7780486112174,8,16244.562854401975,0,0
40,Female,62343.33257934633,45,759.016389913497,2,15703.60076220118,0,0
59,Male,18692.51779094641,31,692.0280664503774,15,14022.39237507228,1,0
39,Male,33995.84236946777,50,803.4494997176532,2,5232.899841487906,1,1
38,Female,87215.3675329838,43,537.6355017486056,11,6450.975754827665,1,1
44,Female,65236.54924325492,29,671.9200607876381,14,3975.621417969198,0,0
48,Male,50037.32705293716,40,619.5773763661971,10,19432.364566718028,1,0
23,Male,72154.28103664685,44,651.3757101293978,7,14075.433265547188,1,0
44,Female,72646.54774601484,40,779.554155220841,14,14585.974085658296,1,0
57,Female,109772.36582360519,31,528.2354993483891,13,1356.0524492408476,0,0
51,Male,64076.65859713944,39,609.910008550436,2,14731.177621910358,0,0
29,Male,33437.31061224248,41,597.6309784975481,10,20069.096575861462,0,0
62,Male,57107.58792710831,53,610.0969205308094,1,265.28340340576506,0,0
24,Male,75189.14067803441,48,502.25234066881103,1,10716.749930040234,0,0
27,Male,84891.47528571756,49,739.9759112726408,3,2437.2069476415563,1,0
62,Male,19624.203196803013,45,742.7567239273374,11,11637.743402160902,1,0
34,Female,66342.66798729532,45,690.7316909703228,19,7792.064819432616,0,0
43,Male,37568.62681254709,26,556.3136425614962,9,18047.270669132824,1,0
38,Male,45834.20188451395,44,669.4348929274096,13,16353.916507411133,1,0
45,Male,81145.9906060848,34,710.6189733073537,4,25332.035245072355,1,0
63,Male,78656.21348579747,38,677.1867523833637,6,14567.37720559605,1,0
19,Female,43046.188470061024,37,646.5447533303109,2,17707.902416834186,0,0
60,Female,56053.94947399792,45,748.7406279141258,9,10538.340146812177,0,0
18,Male,46597.955121978666,39,600.3602086355993,18,6175.482790171369,1,0
68,Female,132292.57474891917,43,638.1817461274336,4,21678.099477520693,0,1
53,Female,66958.95416113407,46,693.7920230690582,1,24946.040428376637,1,0
68,Female,39012.960218180255,27,672.2488670267433,1,20645.245593906024,0,0
43,Female,93054.17865552816,47,689.1974968193072,17,16049.82498503626,1,0
46,Female,93936.53414208247,38,687.347564751003,19,7207.25156411779,0,0
38,Female,104791.76776308836,47,686.7406627370067,3,24133.025387415568,1,0
28,Male,112199.84206275234,35,624.4627116024677,17,19636.074525096097,0,0
57,Male,77692.87207165323,36,601.1746123649,3,31199.028874635565,1,1
28,Male,51253.7064055468,28,659.599715046431,4,5764.608398080747,1,0
53,Male,54934.58080989201,33,755.7832094971008,13,21900.53200997904,1,0
66,Male,52698.11745983642,42,648.2597508405987,15,19392.852038998382,1,0
56,Female,49906.115820524334,35,691.9578887648353,12,12263.782398015552,1,0
57,Male,90998.42018221476,30,657.8706128278526,3,25910.679041624833,0,1
52,Male,60018.0226733994,43,792.3607631751404,8,18218.761187396383,0,0
51,Female,84285.54662040516,43,640.3458771258347,1,7504.85577230677,1,0
64,Female,76912.91386952475,38,692.1985890161155,18,14053.287869804723,1,0
41,Male,32533.625921947907,39,599.6777709651965,13,7409.129543175099,0,0
39,Female,17070.583253442906,37,571.5692020912687,7,11251.87427691589,1,0
22,Female,29083.425832873374,39,649.5168790680592,13,20630.609228317862,0,1
50,Female,49332.34080673028,46,732.6768549043554,17,22914.19236187373,1,0
53,Female,63358.20250669688,34,694.3512258789284,13,16769.69867031492,0,0
64,Male,43792.491816390386,49,503.9519696458726,13,8999.400987283743,1,1
37,Female,77576.62866852754,31,701.3001497782786,11,18052.867363162855,1,0
36,Male,46807.870139576014,36,542.8054718031037,14,20787.197103661096,1,0
52,Male,66423.93595459861,39,708.799451645927,10,0.0,1,0
69,Female,62939.542016547166,31,688.1086811600329,8,15931.830200247337,1,0
60,Female,103360.82729468466,35,639.5136187910713,6,13478.48161280535,1,0
34,Female,35618.97687249318,44,700.9076824474448,19,22629.690043276576,0,1
62,Male,115210.47727886762,43,631.5106901742391,19,18085.513318891994,1,0
60,Female,45141.25368150989,52,660.455458730593,12,18874.813611782287,0,0
51,Female,26498.577740979767,34,549.3238710803997,7,11144.712268952302,1,1
26,Female,54577.12523933656,48,632.0660503768162,18,15013.213737059488,0,0
43,Female,141003.47871592018,41,714.670379981139,18,22549.479758431105,1,0
19,Female,82380.13087546562,35,556.8188477055152,3,14480.962136237786,0,1
26,Male,75074.10258603154,41,707.3036578443339,9,16397.35644585259,0,0
26,Female,79879.67154103801,36,508.6896193704561,6,2712.3416124634714,1,0
57,Female,40760.16338744232,32,566.7282913518923,1,14451.679709382275,1,1
34,Female,68151.10940914648,41,627.9649202700084,10,0.0,1,0
18,Male,60062.55750792807,40,660.750950002424,8,10870.841045133948,1,0
42,Female,105226.66871611025,49,609.9101124118088,17,15508.124461815194,0,0
60,Male,57282.80708533369,52,607.9995003081746,3,21136.246355876567,1,0
57,Male,50543.08638556479,37,727.5012265604964,3,7006.720452384193,1,1
59,Female,30880.01506577194,42,733.2083122543784,3,17989.473147760815,0,0
42,Female,63500.36217189038,45,620.2923337733342,7,26747.947234897027,1,1
56,Female,67323.79583797087,39,622.4121337465606,11,9874.04907427502,1,0
52,Male,29960.295296487056,43,629.9061989217457,18,2623.576626218741,0,0
20,Male,71329.09010151439,50,805.2421749583937,5,17318.71965645671,1,0
67,Male,65829.48809487146,36,651.1873504688499,2,5464.023947709658,1,1
54,Male,85336.1439970941,39,759.9711659513878,14,8448.011412211843,0,0
61,Male,90309.20294754759,40,701.241208542793,1,22386.695533619888,1,0
61,Male,62356.98234035698,35,642.6594338257282,4,30015.19420301345,1,1
68,Female,34090.87789669761,29,604.6828640039391,14,6994.479069268118,1,0
47,Female,39234.460486383876,51,704.5432804987634,15,9100.642079876692,0,0
55,Male,104053.19157697727,37,594.9708554672175,17,11481.048300729446,1,1
51,Female,64137.23482806401,41,622.944086835026,3,10617.535571796585,0,0
29,Female,103653.84448877643,50,696.1189389060038,4,30466.340110496276,0,1
36,Male,72465.12046218074,34,633.1590767077491,18,10755.45736249771,1,0
54,Male,78843.39092946121,40,622.35330763562,1,11897.984683790968,0,0
61,Female,83468.09040595399,33,628.4439160572471,5,27929.419785398604,1,0
66,Male,29421.529639764416,34,601.930789650711,18,19613.410492314408,1,0
34,Male,67673.76875281315,37,681.4625256382136,13,22887.193863593955,1,0
27,Female,29075.027465948435,52,652.5372009126282,14,7751.097015820868,0,0
66,Male,52877.19130306338,40,555.0679557163522,3,10758.562534594112,1,1
64,Female,76004.24090307626,42,615.8773222178711,6,6682.253138568318,0,0
29,Female,34366.65273668868,38,624.3071022742281,11,21410.092368286525,0,0
33,Female,73983.4331131918,49,623.8169112923736,9,24801.94566226755,0,0
41,Female,22540.775363354107,28,691.9364236980468,19,10201.805046547895,1,0
36,Female,88582.99559903922,35,600.8464553576575,7,12086.06941676579,0,0
25,Male,43389.07044736631,34,839.2712634812458,10,12436.079479690736,0,0
48,Male,34322.064394530404,32,746.9888907551882,7,2622.208053774595,0,0
38,Male,24116.102100222983,32,746.6515488847368,5,9609.423377922769,0,0
34,Male,45516.15417905853,45,577.641083103489,4,21186.12971810881,0,0
40,Female,12309.704826080015,31,507.85963717218874,17,7996.651964439247,0,1
54,Female,46290.02152229176,38,626.265142376931,5,15743.854897639905,1,0
33,Male,87487.17563332703,41,670.5468110828159,17,4535.848204286747,0,0
23,Female,55282.21000650415,51,638.6628846082984,17,13847.992710969058,1,0
25,Male,30562.034602333977,39,612.9123889131936,17,10493.430763311937,1,0
42,Male,65656.5829142202,49,528.1308473077543,1,5226.628129729863,1,1
35,Male,63447.39439687267,48,602.9501108627151,2,21323.088769240894,0,0
42,Female,108915.2490646429,37,632.9843881715908,19,21773.01888960815,1,0
29,Female,79768.02546351014,37,615.324297556471,9,7243.690302112199,1,0
32,Female,67639.95317932112,33,614.9258783654833,15,13270.532286450183,0,0
43,Female,82626.6637089887,49,594.1198982969985,19,15354.549464579593,0,0
58,Male,56640.473295498436,36,765.8400904491482,5,481.9057029772048,1,0
62,Female,58114.67047734501,32,699.5913113464055,13,3823.2581888477434,1,0
43,Female,101473.50758578914,41,716.9206956340727,4,25290.275490934248,1,0
64,Female,19110.524329593798,43,669.0940498703178,13,6478.984827979435,0,0
49,Male,84198.63782852348,31,556.5431507647572,6,25065.464866013564,0,1
27,Male,57230.213107805605,36,701.6901843281651,12,4236.690604933352,0,0
33,Female,52712.7644686662,46,744.3755796939898,9,20270.622217123222,1,0
24,Female,46177.601657657186,40,754.5841241653172,15,12509.575139917317,0,0
34,Female,63841.850514104706,27,693.6546895423807,15,13633.869846765065,0,0
40,Female,58911.763337383345,46,650.0691361411308,17,29847.487308271713,0,0
43,Male,49632.44033182582,35,649.8675904782928,5,4966.506925450545,1,0
38,Female,42433.55637208372,37,686.3149251904911,5,19758.38557008857,0,0
39,Female,12366.738688726618,40,535.1294262661454,5,19427.917308462576,1,0
24,Female,41904.90639120825,40,694.7005691416962,14,41836.58711333102,1,0
31,Male,47192.62134347571,48,616.0020189419029,2,6382.953438144912,0,0
32,Male,63780.77680417105,47,804.6626752862068,9,9992.121651972506,0,0
24,Female,109077.14711703762,33,628.9651827451215,14,21527.37828666043,0,0
26,Female,44601.09516216453,43,663.6175940669608,15,13397.889126385095,1,0
68,Female,34406.728656320745,36,660.1303702274921,4,11295.592346146004,1,1
65,Female,42137.597717422555,41,601.5503786655862,6,22660.091906585323,1,0
25,Female,63833.61919005287,38,682.0111469729277,14,12867.452509570236,1,0
67,Male,74715.88649490682,41,673.946317238969,5,7865.127436948659,0,0
40,Male,78208.63032673858,44,721.5963384211768,11,20809.68123809585,0,0
46,Male,80692.69995585666,50,700.4313210279122,14,18002.304064222884,1,0
35,Female,84230.76469029937,34,663.1003193802624,7,12497.227235152188,1,0
48,Male,53027.90906317076,27,592.6853953747955,14,12117.58784991983,1,0
47,Male,111328.50459353019,38,594.7199092528257,13,7680.747160475496,1,1
69,Male,51130.786971030895,37,765.9907513747802,18,20800.774840922735,0,0
56,Female,62733.51440852273,44,656.1002615630556,2,12119.137461965001,0,0
52,Female,92395.67679431729,39,795.3591427606451,9,8841.23277141064,0,0
35,Male,74160.62569969414,40,592.7218924926714,11,4715.558662465164,0,0
59,Female,3978.8313994315395,45,803.566767475938,11,18137.23486327069,1,0
56,Male,60140.89575742132,48,583.9540641949231,6,10931.336168696022,1,0
34,Male,81549.11890216215,34,619.3129957719891,1,0.0,0,1
31,Male,26413.24301176105,38,680.9500575446277,5,5373.849682847629,0,1
48,Male,78767.31987822466,41,719.8277015076427,14,13131.22451472814,0,0
41,Female,69753.84850033633,46,697.4655957569569,16,13355.698680662657,0,0
52,Female,89598.01209628432,38,516.0822342713534,9,13051.661997034795,0,1
61,Female,42701.716941533974,49,609.931744812807,19,11937.95110745951,0,0
62,Female,84897.33538973113,48,569.8133746347341,8,3193.1702181087094,1,0
51,Male,63990.20618502079,32,553.308101592378,8,8003.611806807591,1,0
20,Female,104151.2576013072,45,648.863740576343,16,24470.21589187281,0,0
54,Male,129651.24844533313,40,502.1899762250596,18,23289.825014824528,0,0
60,Female,98458.26097631382,45,719.9934947015541,8,19623.61425875241,1,0
57,Female,72012.96695270561,32,702.1352518563829,9,18916.020832325346,1,0
43,Female,118025.09990154512,36,763.3586848725699,5,22238.04726452393,0,0
40,Male,75086.95104169959,44,575.334825843632,2,6033.642100063198,1,1
61,Male,37301.35716193459,34,582.2229178788905,14,15263.426934055591,1,1
56,Male,59018.16732621062,28,723.6514576896985,18,6037.8627948243175,1,0
32,Male,79041.80465737505,48,728.9455420028653,13,6176.684241877814,1,0
66,Female,80648.8538905016,33,744.4060346315084,12,17944.51950197553,1,0
21,Male,31868.37775480851,29,730.791394629502,15,22574.003513087002,1,1
46,Male,32661.692838508185,28,665.3401737060143,15,13449.206924619695,1,0
39,Female,51467.253844753795,35,617.795492737411,1,28192.00345767601,1,1
42,Female,73363.59033640476,47,701.4499299136515,7,16694.27461636429,1,0
30,Male,76564.06374699798,48,619.0704237349316,13,8785.715740667907,1,0
35,Female,63532.62810262026,53,657.3698483209146,18,6306.171585010625,0,0
50,Male,39139.28166205881,42,623.2753837150484,1,23145.05187347773,0,1
33,Female,103423.57357548256,38,668.6642828723925,11,16027.67292591852,1,0
62,Male,33198.548453924006,38,736.9446801275384,13,20408.379025355855,0,0
59,Male,92558.51862134403,48,625.5385536803884,9,0.0,0,0
61,Male,78470.58208625914,37,614.9031403424789,16,16957.376274775506,1,0
19,Male,92008.30759679321,46,642.570475913931,11,10905.806492030104,0,0
52,Male,48889.16767692708,33,567.4714039332678,3,3849.923712665084,1,0
59,Female,56433.645047769896,35,696.4884338427529,17,14498.541256412596,0,0
51,Male,61376.06393202609,37,658.1563232499559,2,23734.508269235645,0,0
47,Male,48090.05598496212,35,647.5227844122617,9,33129.82629135775,0,1
30,Male,65631.46133737746,43,673.0056828685473,9,16937.219258580084,1,0
30,Male,99477.23640178019,38,546.8233652486995,16,9326.82728030782,0,0
35,Male,27579.153820800675,40,748.0456714169585,1,8843.979547852265,1,1
49,Female,43569.70729472274,38,613.6246116410018,17,22705.058896521594,0,0
49,Female,40856.367032343594,39,623.7670121723489,10,7025.007046776862,0,0
52,Male,57639.54344659881,27,710.552609039062,5,19979.4190362221,1,0
56,Female,56611.84327552823,40,692.7863392813721,8,17349.449519676942,0,0
63,Male,79307.86461101765,31,789.9203955345656,13,16464.811135063035,1,0
69,Female,60843.07757303438,34,582.4378826636628,5,2455.0512809536613,1,0
46,Female,67572.08191798256,57,584.3645880367055,4,12144.334382189401,1,1
66,Male,69961.20113780002,44,566.2891437763859,8,3334.737669139098,1,1
46,Female,66135.10153014529,41,659.3465755778753,7,10294.020789465874,0,0
61,Female,77582.8265364398,36,631.059439972834,5,22337.1092921641,1,0
33,Male,56941.91544668137,39,601.3291079881242,10,24848.46322684452,1,0
61,Male,101159.20990187494,28,645.4028952922555,17,16711.58919592708,1,0
64,Female,123540.4961679698,34,577.7500530030209,6,10437.275900528119,0,1
27,Female,77655.77436917674,42,758.2168102451047,10,27704.794658883344,0,0
47,Female,65699.77909272653,38,601.0537616983564,16,10331.27492995056,1,0
42,Male,75614.55773293109,47,610.0198728404791,10,5914.508065527965,0,0
56,Female,32474.172852908898,43,482.91699711201295,4,20571.863743334266,0,1
37,Female,64502.63668663537,43,534.8140177169811,2,18661.872340557653,1,1
22,Female,41716.88482628479,36,608.8371127695525,1,10659.392712593273,1,0
18,Male,72749.42293100824,39,628.615328001335,3,15801.801836556539,0,0
47,Male,41841.017300571315,33,700.3566726861142,13,18537.279910814184,0,0
66,Male,51380.563866027594,50,545.3077075441497,12,16629.430728414532,0,0
20,Male,13200.727361923688,36,681.6519523103966,1,18671.511639716646,0,0
62,Female,30668.8577513083,43,693.6930610062861,10,10954.281107520206,1,0
31,Male,68871.84507340117,50,697.386228706992,6,19209.96035391679,0,0
47,Female,38278.848042039244,43,722.4961846438684,9,15140.462700666256,0,0
67,Female,86594.34959463941,41,568.6655933123014,1,11225.515827709172,0,0
21,Female,36152.77278966719,27,687.886180780756,12,13032.921902133803,1,1
35,Female,71331.36253214427,45,773.5612630867564,5,14216.785312604658,0,0
54,Male,40953.10927570604,45,748.0188870859188,1,3436.973303509769,1,1
42,Male,69636.74437583814,36,782.4368998261846,2,9906.726027440574,1,0
65,Male,21630.31677262151,37,666.8702215028056,14,15519.244124742287,1,1
18,Male,48670.425609261045,30,608.5703119171292,2,4192.071716889181,0,1
63,Male,38844.667867806624,39,472.87164379832717,5,10040.610705483356,0,1
32,Female,82080.8143827245,43,563.0083481753356,10,34077.15982697498,1,0
26,Male,71556.56161135511,37,613.2219317683575,6,5965.9330814304485,0,0
